row_id,provider,spec_file,path,method,operationId,summary,description,has_summary,has_description,has_operationId,deprecated
x22-3113,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records/usage,GET,dns-records-for-a-zone-get-usage,Get DNS Record Usage,"Get the current DNS record usage for a zone, including the number of records and the quota limit.",true,true,true,false
x22-3114,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records/{dns_record_id},GET,dns-records-for-a-zone-dns-record-details,DNS Record Details,Retrieves details for a specific DNS record in the zone.,true,true,true,false
x22-3115,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records/{dns_record_id},PUT,dns-records-for-a-zone-update-dns-record,Overwrite DNS Record,"Overwrite an existing DNS record.

Notes:
- A/AAAA records cannot exist on the same name as CNAME records.
- NS records cannot exist on the same name as any other record type.
- Domain names are always represented in Punycode, even if Unicode
  characters were used when creating the record.",true,true,true,false
x22-3116,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records/{dns_record_id},DELETE,dns-records-for-a-zone-delete-dns-record,Delete DNS Record,Permanently removes a DNS record from the zone.,true,true,true,false
x22-3117,cloudflare,cloudflare.json,/zones/{zone_id}/dns_records/{dns_record_id},PATCH,dns-records-for-a-zone-patch-dns-record,Update DNS Record,"Update an existing DNS record.

Notes:
- A/AAAA records cannot exist on the same name as CNAME records.
- NS records cannot exist on the same name as any other record type.
- Domain names are always represented in Punycode, even if Unicode
  characters were used when creating the record.",true,true,true,false
x22-3118,cloudflare,cloudflare.json,/zones/{zone_id}/dns_settings,GET,dns-settings-for-a-zone-list-dns-settings,Show DNS Settings,Show DNS settings for a zone,true,true,true,false
x22-3119,cloudflare,cloudflare.json,/zones/{zone_id}/dns_settings,PATCH,dns-settings-for-a-zone-update-dns-settings,Update DNS Settings,Update DNS settings for a zone,true,true,true,false
x22-3120,cloudflare,cloudflare.json,/zones/{zone_id}/dnssec,GET,dnssec-dnssec-details,DNSSEC Details,Details about DNSSEC status and configuration.,true,true,true,false
x22-3121,cloudflare,cloudflare.json,/zones/{zone_id}/dnssec,DELETE,dnssec-delete-dnssec-records,Delete DNSSEC records,Delete DNSSEC.,true,true,true,false
x22-3122,cloudflare,cloudflare.json,/zones/{zone_id}/dnssec,PATCH,dnssec-edit-dnssec-status,Edit DNSSEC Status,Enable or disable DNSSEC.,true,true,true,false
x22-3123,cloudflare,cloudflare.json,/zones/{zone_id}/dnssec/zsk,GET,dnssec-list-dnssec-zsks,List DNSSEC ZSKs,List the Zone Signing Keys (ZSKs) that DNSSEC uses for the zone.,true,true,true,false
x22-3124,cloudflare,cloudflare.json,/zones/{zone_id}/email/auth/dmarc-reports,GET,get_dmarc_reports_status,Get DMARC Report Status,"Retrieves the current DMARC report configuration and status for a zone.
Returns the RUA prefix, enabled status, approved sources, and DNS records.",true,true,true,false
x22-3125,cloudflare,cloudflare.json,/zones/{zone_id}/email/auth/dmarc-reports,PATCH,configure_dmarc_reports,Configure DMARC Reports,"Updates the DMARC report configuration for a zone.
At least one of `enabled` or `skip_wizard` must be provided.
When enabling, the handler will ensure the DMARC RUA record exists in DNS.",true,true,true,false
x22-3126,cloudflare,cloudflare.json,/zones/{zone_id}/email/auth/spf/inspect,GET,inspect_spf,Inspect SPF Record,"Inspects a specific SPF TXT record and returns a parsed tree structure
in the spflimit-worker format.

The record ID must be provided via the `id` query parameter.

Returns a recursive tree showing:
- Parsed components with their qualifiers and types
- Nested includes recursively resolved within components
- Per-component and total lookup counts
- Detailed error information with context",true,true,true,false
x22-3127,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing,GET,email-routing-settings-get-email-routing-settings,Get Email Routing settings,Get information about the settings for your Email Routing zone.,true,true,true,false
x22-3128,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing,PUT,email-routing-settings-replace-email-routing-settings,Update Email Routing settings,Update the settings for your Email Routing zone.,true,true,true,false
x22-3129,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing,PATCH,email-routing-settings-update-email-routing-settings,Update Email Routing settings,Update the settings for your Email Routing zone.,true,true,true,false
x22-3130,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/disable,POST,email-routing-settings-disable-email-routing,Disable Email Routing,Disable your Email Routing zone. Also removes additional MX records previously required for Email Routing to work.,true,true,true,true
x22-3131,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/dns,GET,email-routing-settings-email-routing-dns-settings,Email Routing - DNS settings,Show the DNS records needed to configure your Email Routing zone.,true,true,true,false
x22-3132,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/dns,POST,email-routing-settings-enable-email-routing-dns,Enable Email Routing,Enable you Email Routing zone. Add and lock the necessary MX and SPF records.,true,true,true,false
x22-3133,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/dns,DELETE,email-routing-settings-disable-email-routing-dns,Disable Email Routing,Disable your Email Routing zone. Also removes additional MX records previously required for Email Routing to work.,true,true,true,false
x22-3134,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/dns,PATCH,email-routing-settings-unlock-email-routing-dns,Unlock Email Routing,Unlock MX Records previously locked by Email Routing.,true,true,true,false
x22-3135,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/enable,POST,email-routing-settings-enable-email-routing,Enable Email Routing,Enable you Email Routing zone. Add and lock the necessary MX and SPF records.,true,true,true,true
x22-3136,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/rules,GET,email-routing-routing-rules-list-routing-rules,List routing rules,Lists existing routing rules.,true,true,true,false
x22-3137,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/rules,POST,email-routing-routing-rules-create-routing-rule,Create routing rule,Rules consist of a set of criteria for matching emails (such as an email being sent to a specific custom email address) plus a set of actions to take on the email (like forwarding it to a specific destination address). Forward actions require exactly one verified destination address.,true,true,true,false
x22-3138,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/rules/catch_all,GET,email-routing-routing-rules-get-catch-all-rule,Get catch-all rule,Get information on the default catch-all routing rule.,true,true,true,false
x22-3139,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/rules/catch_all,PUT,email-routing-routing-rules-update-catch-all-rule,Update catch-all rule,"Enable or disable catch-all routing rule, or change action to forward to a specific destination address. Forward actions require exactly one verified destination address.",true,true,true,false
x22-3140,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/rules/{rule_identifier},GET,email-routing-routing-rules-get-routing-rule,Get routing rule,Get information for a specific routing rule already created.,true,true,true,false
x22-3141,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/rules/{rule_identifier},PUT,email-routing-routing-rules-update-routing-rule,Update routing rule,"Update actions and matches, or enable/disable specific routing rules. Forward actions require exactly one verified destination address.",true,true,true,false
x22-3142,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/rules/{rule_identifier},DELETE,email-routing-routing-rules-delete-routing-rule,Delete routing rule,Delete a specific routing rule.,true,true,true,false
x22-3143,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/suppression,GET,get_publicListSuppressionZoneRouting,List zone email suppressions,Lists email suppressions for the specified zone.,true,true,true,true
x22-3144,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/suppression,POST,post_publicNewSuppressionZoneRouting,Create zone email suppression,Creates a new email suppression for the specified zone.,true,true,true,true
x22-3145,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/suppression/{suppression_id},GET,get_publicGetSuppressionZoneRouting,Get zone email suppression,Retrieves a single email suppression for the specified zone.,true,true,true,true
x22-3146,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/suppression/{suppression_id},DELETE,delete_publicDeleteSuppressionZoneRouting,Delete zone email suppression,Deletes an email suppression for the specified zone.,true,true,true,true
x22-3147,cloudflare,cloudflare.json,/zones/{zone_id}/email/routing/unlock,POST,email-routing-settings-unlock-email-routing,Unlock Email Routing,Unlock MX records previously locked by Email Routing. Deprecated - use PATCH /zones/{zone_id}/email/routing/dns instead.,true,true,true,true
x22-3148,cloudflare,cloudflare.json,/zones/{zone_id}/email/sending/subdomains,GET,email-sending-subdomains-list-sending-subdomains,List sending subdomains,Lists all sending-enabled subdomains for the zone.,true,true,true,false
x22-3149,cloudflare,cloudflare.json,/zones/{zone_id}/email/sending/subdomains,POST,email-sending-subdomains-create-sending-subdomain,Create a sending subdomain,"Creates a new sending subdomain or re-enables sending on an existing subdomain that had it disabled. If zone-level Email Sending has not been enabled yet, the zone flag is automatically set when the entitlement is present. A leftmost wildcard such as `*.example.com` is accepted only for accounts with wildcard Email Sending enabled. Wildcard senders share the base domain's DKIM signing identity and `cf-bounce.<base>` return path.",true,true,true,false
