token,position,providers,ops_total,raw_get,raw_post,raw_put,raw_patch,raw_delete,raw_head,raw_options,perprov_get,perprov_post,perprov_put,perprov_patch,perprov_delete,perprov_head,perprov_options
buy,opid,5,10,5,4,1,0,0,0,0,2,4,1,0,0,0,0
buy,path,5,10,5,4,1,0,0,0,0,2,4,1,0,0,0,0
facilities,opid,5,10,10,0,0,0,0,0,0,5,0,0,0,0,0,0
migrate,lead,5,10,1,6,1,1,1,0,0,1,5,1,1,1,0,0
physical,opid,5,10,6,1,1,2,0,0,0,4,1,1,2,0,0,0
physical,path,5,10,6,1,1,2,0,0,0,4,1,1,2,0,0,0
predict,path,5,10,5,5,0,0,0,0,0,2,4,0,0,0,0,0
requested,path,5,10,2,6,1,0,1,0,0,2,4,1,0,1,0,0
right,opid,5,10,6,4,0,0,0,0,0,5,1,0,0,0,0,0
taxonomy,opid,5,10,6,2,1,0,1,0,0,5,2,1,0,1,0,0
taxonomy,path,5,10,6,2,1,0,1,0,0,5,2,1,0,1,0,0
validator,path,5,10,3,4,1,1,1,0,0,2,4,1,1,1,0,0
wait,path,5,10,4,6,0,0,0,0,0,1,4,0,0,0,0,0
clip,path,5,9,4,3,1,0,1,0,0,3,3,1,0,1,0,0
decode,opid,5,9,5,4,0,0,0,0,0,3,3,0,0,0,0,0
departure,path,5,9,9,0,0,0,0,0,0,5,0,0,0,0,0,0
discover,lead,5,9,2,7,0,0,0,0,0,2,3,0,0,0,0,0
display,opid,5,9,5,2,1,1,0,0,0,4,1,1,1,0,0,0
eligibility,path,5,9,7,2,0,0,0,0,0,5,1,0,0,0,0,0
extend,path,5,9,2,7,0,0,0,0,0,1,5,0,0,0,0,0
geocode,path,5,9,9,0,0,0,0,0,0,5,0,0,0,0,0,0
initial,path,5,9,5,1,2,0,1,0,0,4,1,2,0,1,0,0
like,lead,5,9,0,5,4,0,0,0,0,0,3,3,0,0,0,0
owned,opid,5,9,9,0,0,0,0,0,0,5,0,0,0,0,0,0
perform,opid,5,9,0,9,0,0,0,0,0,0,5,0,0,0,0,0
swagger,opid,5,9,5,2,1,0,1,0,0,3,2,1,0,1,0,0
swap,opid,5,9,1,7,1,0,0,0,0,1,4,1,0,0,0,0
unarchive,path,5,9,0,8,1,0,0,0,0,0,4,1,0,0,0,0
watermark,opid,5,9,1,6,2,0,0,0,0,1,4,1,0,0,0,0
watermark,path,5,9,1,6,2,0,0,0,0,1,4,1,0,0,0,0
average,path,5,8,5,3,0,0,0,0,0,3,2,0,0,0,0,0
banner,path,5,8,3,3,1,0,1,0,0,3,3,1,0,1,0,0
collect,path,5,8,0,6,2,0,0,0,0,0,4,1,0,0,0,0
ephemeral,opid,5,8,0,8,0,0,0,0,0,0,5,0,0,0,0,0
opt,opid,5,8,1,7,0,0,0,0,0,1,5,0,0,0,0,0
receive,opid,5,8,3,4,1,0,0,0,0,2,3,1,0,0,0,0
revert,path,5,8,0,8,0,0,0,0,0,0,5,0,0,0,0,0
sum,path,5,8,7,1,0,0,0,0,0,4,1,0,0,0,0,0
toggle,path,5,8,1,5,2,0,0,0,0,1,4,1,0,0,0,0
transcript,opid,5,8,3,3,2,0,0,0,0,3,2,1,0,0,0,0
allow,lead,5,7,1,4,2,0,0,0,0,1,4,1,0,0,0,0
anonymous,path,5,7,3,2,1,0,1,0,0,3,2,1,0,1,0,0
color,opid,5,7,3,1,2,0,1,0,0,3,1,1,0,1,0,0
connected,opid,5,7,6,1,0,0,0,0,0,4,1,0,0,0,0,0
consumption,opid,5,7,6,1,0,0,0,0,0,4,1,0,0,0,0,0
eligibility,opid,5,7,7,0,0,0,0,0,0,5,0,0,0,0,0,0
existing,opid,5,7,2,3,2,0,0,0,0,2,2,2,0,0,0,0
extend,opid,5,7,0,7,0,0,0,0,0,0,5,0,0,0,0,0
pick,path,5,7,1,5,1,0,0,0,0,1,3,1,0,0,0,0
renew,lead,5,7,0,6,1,0,0,0,0,0,4,1,0,0,0,0
text,lead,5,7,1,6,0,0,0,0,0,1,4,0,0,0,0,0
unpublish,path,5,7,0,2,4,0,1,0,0,0,2,2,0,1,0,0
categories,lead,5,6,5,1,0,0,0,0,0,4,1,0,0,0,0,0
completion,path,5,6,1,5,0,0,0,0,0,1,4,0,0,0,0,0
make,path,5,6,0,6,0,0,0,0,0,0,5,0,0,0,0,0
market,lead,5,6,4,2,0,0,0,0,0,3,2,0,0,0,0,0
prepare,path,5,6,0,6,0,0,0,0,0,0,5,0,0,0,0,0
receive,lead,5,6,2,3,1,0,0,0,0,1,3,1,0,0,0,0
rental,opid,5,6,4,2,0,0,0,0,0,4,1,0,0,0,0,0
sent,opid,5,6,6,0,0,0,0,0,0,5,0,0,0,0,0,0
ship,path,5,6,1,4,1,0,0,0,0,1,3,1,0,0,0,0
split,lead,5,6,1,5,0,0,0,0,0,1,4,0,0,0,0,0
timezone,opid,5,6,6,0,0,0,0,0,0,5,0,0,0,0,0,0
uninstall,opid,5,6,2,2,0,0,2,0,0,2,2,0,0,1,0,0
unlink,path,5,6,0,5,1,0,0,0,0,0,4,1,0,0,0,0
classes,opid,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0
expire,path,5,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0
inactive,opid,5,5,2,2,0,0,1,0,0,2,2,0,0,1,0,0
max,path,5,5,2,3,0,0,0,0,0,2,3,0,0,0,0,0
nearest,opid,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0
prepare,lead,5,5,1,3,1,0,0,0,0,1,3,1,0,0,0,0
reason,opid,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0
ship,opid,5,5,2,2,1,0,0,0,0,2,2,1,0,0,0,0
shutdown,lead,5,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0
unblock,opid,5,5,0,2,2,0,1,0,0,0,2,2,0,1,0,0
unblock,path,5,5,0,3,2,0,0,0,0,0,3,2,0,0,0,0
uninstall,path,5,5,2,3,0,0,0,0,0,2,3,0,0,0,0,0
void,opid,5,5,0,4,1,0,0,0,0,0,4,1,0,0,0,0
sql,path,4,605,324,85,98,28,70,0,0,3,3,3,2,2,0,0
web,lead,4,380,167,92,57,22,42,0,0,3,3,2,1,2,0,0
alpha,path,4,329,126,138,12,25,28,0,0,2,4,2,2,2,0,0
vault,path,4,317,157,71,34,20,35,0,0,4,4,3,3,4,0,0
content,lead,4,306,121,131,20,9,25,0,0,4,3,3,2,3,0,0
employer,path,4,284,175,18,32,9,50,0,0,3,2,1,1,1,0,0
configuration,lead,4,251,157,49,17,12,16,0,0,4,2,2,2,3,0,0
protocol,opid,4,220,113,14,83,0,10,0,0,3,3,1,0,1,0,0
untag,opid,4,194,11,102,3,1,77,0,0,1,2,1,1,3,0,0
model,lead,4,173,75,34,24,6,34,0,0,3,2,1,1,1,0,0
untag,lead,4,170,0,91,3,1,75,0,0,0,2,1,1,3,0,0
cart,path,4,161,61,61,22,0,17,0,0,3,4,2,0,2,0,0
transit,path,4,155,73,76,2,2,2,0,0,3,3,1,1,1,0,0
catalog,lead,4,145,81,29,17,2,16,0,0,4,3,3,1,3,0,0
11,path,4,142,14,88,35,1,4,0,0,3,3,1,1,1,0,0
balancer,path,4,140,62,65,5,1,7,0,0,4,3,3,1,3,0,0
extra,path,4,140,54,17,23,23,23,0,0,3,3,2,2,2,0,0
extra,opid,4,134,48,17,23,23,23,0,0,3,3,2,2,2,0,0
balancer,opid,4,130,60,55,6,1,8,0,0,4,3,3,1,3,0,0
stack,path,4,121,47,66,2,2,4,0,0,4,4,1,2,3,0,0
fleet,path,4,110,24,76,5,1,4,0,0,4,2,2,1,2,0,0
offering,path,4,110,62,34,4,4,6,0,0,4,3,1,1,1,0,0
inventory,lead,4,104,71,22,5,5,1,0,0,4,3,1,1,1,0,0
hub,opid,4,100,47,31,8,5,9,0,0,4,3,1,2,2,0,0
enterprise,path,4,99,43,27,15,2,12,0,0,3,4,2,1,2,0,0
game,lead,4,98,62,29,2,1,4,0,0,4,2,1,1,2,0,0
asset,lead,4,97,44,35,5,5,8,0,0,2,4,2,2,2,0,0
at,opid,4,97,45,22,13,0,13,4,0,3,2,1,0,1,1,0
b,path,4,97,41,32,9,6,9,0,0,3,2,1,2,2,0,0
disk,opid,4,95,30,50,5,4,6,0,0,3,4,2,2,3,0,0
protection,opid,4,95,41,34,10,3,7,0,0,3,4,1,2,2,0,0
vault,opid,4,95,37,22,15,5,16,0,0,4,4,4,2,4,0,0
bus,path,4,93,43,20,15,2,13,0,0,3,2,1,1,1,0,0
disk,path,4,90,28,48,4,4,6,0,0,3,4,2,2,3,0,0
capacity,path,4,85,41,30,6,5,3,0,0,4,3,1,1,1,0,0
front,path,4,85,18,45,8,6,8,0,0,3,4,3,2,3,0,0
backend,path,4,84,16,55,4,4,4,1,0,3,4,2,2,2,1,0
element,opid,4,83,45,23,3,3,9,0,0,3,4,1,1,2,0,0
recipe,opid,4,82,50,21,7,0,4,0,0,4,3,2,0,2,0,0
diagnostic,opid,4,80,49,7,10,5,7,2,0,4,3,1,1,1,1,0
exclusion,opid,4,80,52,20,2,1,5,0,0,3,3,2,1,1,0,0
exclusion,path,4,80,52,20,2,1,5,0,0,3,3,2,1,1,0,0
many,opid,4,78,54,9,1,4,10,0,0,4,1,1,1,1,0,0
marketing,path,4,74,29,25,4,6,10,0,0,3,3,2,2,2,0,0
tenancy,opid,4,72,21,9,14,14,14,0,0,4,3,2,2,2,0,0
subnet,path,4,71,30,36,2,0,3,0,0,3,3,1,0,1,0,0
tenancy,path,4,70,18,10,14,14,14,0,0,4,4,2,2,2,0,0
streaming,opid,4,69,24,25,7,3,10,0,0,2,3,2,2,3,0,0
marketplace,path,4,68,33,26,5,0,3,1,0,3,3,2,0,2,1,0
pos,path,4,67,22,19,6,9,11,0,0,2,3,1,1,2,0,0
studio,path,4,67,26,26,1,5,7,2,0,3,2,1,1,1,1,0
partition,opid,4,64,26,36,1,0,1,0,0,3,4,1,0,1,0,0
appointment,path,4,63,25,12,14,6,6,0,0,4,4,4,3,4,0,0
encryption,path,4,61,25,28,5,1,2,0,0,3,4,2,1,1,0,0
reserved,path,4,61,33,27,0,0,1,0,0,4,2,0,0,1,0,0
gift,opid,4,60,25,27,3,0,5,0,0,4,4,2,0,2,0,0
shared,lead,4,59,44,8,4,1,2,0,0,4,2,3,1,2,0,0
streaming,path,4,59,20,23,6,2,8,0,0,3,3,2,2,2,0,0
continuous,path,4,58,21,28,4,0,5,0,0,4,4,3,0,2,0,0
replica,path,4,58,29,27,1,0,1,0,0,4,4,1,0,1,0,0
gene,path,4,57,53,4,0,0,0,0,0,4,1,0,0,0,0,0
strategy,path,4,57,38,19,0,0,0,0,0,2,3,0,0,0,0,0
holiday,opid,4,56,34,7,5,3,7,0,0,4,2,3,2,3,0,0
pattern,opid,4,55,12,31,5,0,7,0,0,3,3,1,0,2,0,0
portfolio,opid,4,55,17,32,3,0,3,0,0,3,2,2,0,2,0,0
spot,opid,4,55,30,18,4,0,3,0,0,4,3,2,0,2,0,0
advisor,path,4,54,30,17,3,3,1,0,0,3,2,1,1,1,0,0
grid,path,4,52,26,15,4,3,4,0,0,3,2,1,1,1,0,0
origin,path,4,52,26,8,12,1,5,0,0,4,3,2,1,2,0,0
signing,path,4,52,24,11,10,0,7,0,0,4,3,3,0,3,0,0
termination,path,4,52,15,14,8,7,8,0,0,4,4,3,2,3,0,0
crm,path,4,51,24,9,0,9,9,0,0,4,2,0,2,2,0,0
gift,path,4,51,19,21,4,2,5,0,0,4,4,2,1,1,0,0
route,lead,4,51,26,7,7,4,7,0,0,4,2,2,2,2,0,0
scheme,path,4,51,25,6,9,1,10,0,0,4,4,3,1,2,0,0
identities,path,4,49,16,11,10,2,10,0,0,3,3,2,2,4,0,0
principal,opid,4,49,20,19,2,3,5,0,0,3,3,1,1,2,0,0
processes,path,4,48,40,4,0,0,4,0,0,4,2,0,0,1,0,0
space,opid,4,48,18,15,11,1,3,0,0,3,3,2,1,2,0,0
connection,lead,4,47,21,9,5,6,6,0,0,3,3,1,2,2,0,0
front,opid,4,47,17,8,8,6,8,0,0,4,4,4,2,4,0,0
worker,opid,4,47,24,15,2,3,3,0,0,3,4,1,2,3,0,0
d,opid,4,46,46,0,0,0,0,0,0,4,0,0,0,0,0,0
specification,path,4,45,18,15,5,0,7,0,0,3,4,2,0,2,0,0
format},path,4,44,32,12,0,0,0,0,0,4,1,0,0,0,0,0
simulation,path,4,44,0,44,0,0,0,0,0,0,4,0,0,0,0,0
tunnel,opid,4,43,17,16,4,1,5,0,0,4,4,2,1,3,0,0
story,opid,4,42,20,13,5,0,4,0,0,4,3,3,0,2,0,0
tester,opid,4,40,17,10,2,2,9,0,0,3,4,2,1,2,0,0
vlan,opid,4,40,13,6,8,6,7,0,0,4,3,3,2,3,0,0
vlan,path,4,40,13,6,8,6,7,0,0,4,3,3,2,3,0,0
hosted,opid,4,39,16,12,4,0,7,0,0,4,2,1,0,3,0,0
secondary,opid,4,39,26,11,0,0,2,0,0,3,2,0,0,1,0,0
secondary,path,4,39,26,11,0,0,2,0,0,3,2,0,0,1,0,0
vulnerability,opid,4,39,21,4,7,0,7,0,0,4,1,1,0,1,0,0
accounting,opid,4,38,16,9,8,0,5,0,0,4,2,1,0,2,0,0
evaluation,opid,4,38,11,25,0,1,1,0,0,3,3,0,1,1,0,0
vulnerability,path,4,38,20,4,7,0,7,0,0,4,1,1,0,1,0,0
mesh,opid,4,37,21,1,8,0,7,0,0,4,1,2,0,2,0,0
programme,opid,4,37,37,0,0,0,0,0,0,4,0,0,0,0,0,0
runtime,path,4,37,8,20,5,2,2,0,0,3,2,3,1,1,0,0
song,path,4,37,26,7,0,0,4,0,0,4,1,0,0,1,0,0
tester,path,4,37,17,8,2,1,9,0,0,3,3,2,1,2,0,0
whitelist,path,4,37,15,10,4,1,7,0,0,2,4,1,1,3,0,0
blog,path,4,36,20,9,2,2,3,0,0,4,1,1,1,1,0,0
call,lead,4,36,1,31,3,0,1,0,0,1,4,1,0,1,0,0
histories,opid,4,36,25,9,0,2,0,0,0,3,3,0,1,0,0,0
department,opid,4,35,21,8,2,3,1,0,0,3,3,1,2,1,0,0
discovery,opid,4,35,18,12,2,1,2,0,0,4,4,2,1,1,0,0
finance,path,4,35,10,9,8,0,8,0,0,4,2,1,0,1,0,0
layer,opid,4,35,15,18,0,0,2,0,0,4,1,0,0,1,0,0
commerce,path,4,34,26,6,0,2,0,0,0,3,3,0,1,0,0,0
emoji,opid,4,34,17,11,0,0,6,0,0,4,3,0,0,1,0,0
load,lead,4,34,20,5,3,1,5,0,0,2,3,2,1,2,0,0
watcher,opid,4,34,7,19,2,2,4,0,0,3,4,1,1,3,0,0
institution,opid,4,33,23,8,1,0,1,0,0,3,2,1,0,1,0,0
package,lead,4,33,12,10,6,0,5,0,0,4,3,2,0,2,0,0
library,path,4,32,15,13,1,0,3,0,0,4,3,1,0,2,0,0
manage,path,4,32,11,10,5,0,6,0,0,2,2,2,0,2,0,0
nat,opid,4,32,16,9,4,1,2,0,0,4,2,2,1,1,0,0
advisor,opid,4,31,15,14,0,2,0,0,0,3,1,0,1,0,0,0
award,path,4,31,18,7,0,0,6,0,0,3,2,0,0,1,0,0
nat,path,4,31,16,8,4,1,2,0,0,4,2,2,1,1,0,0
outbound,opid,4,31,21,5,1,2,2,0,0,3,2,1,1,2,0,0
relay,opid,4,31,10,7,4,5,5,0,0,2,3,1,2,2,0,0
router,path,4,31,15,3,7,1,5,0,0,4,2,3,1,3,0,0
tracker,path,4,31,8,15,3,2,3,0,0,3,3,3,2,2,0,0
us,path,4,31,5,26,0,0,0,0,0,3,2,0,0,0,0,0
agent,lead,4,30,17,2,8,0,3,0,0,4,2,3,0,3,0,0
based,opid,4,30,11,19,0,0,0,0,0,2,2,0,0,0,0,0
bridge,path,4,30,11,8,6,0,5,0,0,3,4,2,0,2,0,0
income,opid,4,30,13,15,1,0,1,0,0,3,3,1,0,1,0,0
income,path,4,30,13,15,1,0,1,0,0,3,3,1,0,1,0,0
line,lead,4,30,25,1,2,1,1,0,0,4,1,2,1,1,0,0
standing,opid,4,30,26,4,0,0,0,0,0,4,1,0,0,0,0,0
evaluation,path,4,29,7,21,0,0,1,0,0,3,3,0,0,1,0,0
forwarding,opid,4,29,11,9,3,2,4,0,0,3,3,2,1,2,0,0
kubernetes,opid,4,29,12,8,3,0,6,0,0,2,2,2,0,1,0,0
reviewer,path,4,29,13,2,6,0,8,0,0,4,2,2,0,4,0,0
specification,opid,4,29,12,13,2,0,2,0,0,2,4,1,0,1,0,0
audience,path,4,28,16,5,2,2,2,1,0,4,3,2,1,2,1,0
debit,opid,4,28,12,10,5,0,1,0,0,3,3,1,0,1,0,0
dev,opid,4,28,11,13,3,0,1,0,0,2,3,1,0,1,0,0
library,opid,4,28,17,6,2,1,2,0,0,4,4,2,1,2,0,0
shopping,path,4,28,16,11,0,0,1,0,0,4,3,0,0,1,0,0
watchlist,path,4,28,4,24,0,0,0,0,0,2,3,0,0,0,0,0
broker,opid,4,27,11,5,8,1,2,0,0,2,3,3,1,2,0,0
bundle,lead,4,27,11,6,3,2,5,0,0,3,4,2,1,3,0,0
conference,opid,4,27,6,21,0,0,0,0,0,3,2,0,0,0,0,0
datasource,opid,4,27,5,19,1,0,2,0,0,1,4,1,0,1,0,0
podcast,opid,4,27,17,5,2,0,3,0,0,4,2,1,0,2,0,0
processes,opid,4,27,19,6,0,1,1,0,0,4,2,0,1,1,0,0
watchlist,opid,4,27,3,24,0,0,0,0,0,2,3,0,0,0,0,0
6,opid,4,26,18,6,0,0,2,0,0,4,3,0,0,2,0,0
cable,opid,4,26,6,5,5,5,5,0,0,2,4,2,2,2,0,0
credit,lead,4,26,4,20,0,1,1,0,0,2,3,0,1,1,0,0
init,path,4,26,0,26,0,0,0,0,0,0,4,0,0,0,0,0
marketing,opid,4,26,8,11,1,2,4,0,0,2,3,1,1,1,0,0
permission,lead,4,26,14,4,4,0,4,0,0,4,3,3,0,3,0,0
router,opid,4,26,12,4,5,1,4,0,0,3,3,3,1,3,0,0
del,opid,4,25,0,1,0,0,24,0,0,0,1,0,0,3,0,0
jira,path,4,25,13,3,5,4,0,0,0,2,2,2,1,0,0,0
transaction,lead,4,25,11,11,1,1,1,0,0,3,2,1,1,1,0,0
acces,lead,4,24,12,2,7,0,3,0,0,3,2,3,0,2,0,0
attach,lead,4,24,0,16,8,0,0,0,0,0,4,1,0,0,0,0
bid,opid,4,24,16,4,2,0,2,0,0,3,1,1,0,1,0,0
extended,opid,4,24,9,5,5,3,2,0,0,3,2,1,1,1,0,0
gender,opid,4,24,13,11,0,0,0,0,0,3,2,0,0,0,0,0
long,lead,4,24,19,1,1,0,3,0,0,4,1,1,0,2,0,0
carrier,path,4,23,14,6,2,0,1,0,0,4,3,1,0,1,0,0
datasource,path,4,23,6,14,1,0,2,0,0,4,4,1,0,2,0,0
delta,path,4,23,23,0,0,0,0,0,0,4,0,0,0,0,0,0
identities,opid,4,23,12,5,1,2,3,0,0,4,2,1,2,2,0,0
message,lead,4,23,8,8,1,2,4,0,0,4,4,1,2,3,0,0
messaging,path,4,23,14,4,0,3,2,0,0,4,2,0,2,1,0,0
ocr,path,4,23,0,23,0,0,0,0,0,0,4,0,0,0,0,0
ontology,path,4,23,23,0,0,0,0,0,0,4,0,0,0,0,0,0
registries,opid,4,23,7,14,0,1,1,0,0,3,3,0,1,1,0,0
review,lead,4,23,9,7,5,0,2,0,0,4,3,2,0,1,0,0
supplier,opid,4,23,14,3,3,1,2,0,0,4,3,2,1,2,0,0
thread,opid,4,23,14,6,1,1,1,0,0,3,2,1,1,1,0,0
thread,path,4,23,15,5,1,1,1,0,0,4,2,1,1,1,0,0
checkout,opid,4,22,6,16,0,0,0,0,0,3,3,0,0,0,0,0
multipart,opid,4,22,2,17,1,0,2,0,0,1,4,1,0,1,0,0
brand,lead,4,21,12,1,4,0,4,0,0,4,1,1,0,1,0,0
commitment,path,4,21,11,6,1,2,1,0,0,3,4,1,2,1,0,0
gender,lead,4,21,12,9,0,0,0,0,0,3,2,0,0,0,0,0
matrix,path,4,21,2,19,0,0,0,0,0,1,4,0,0,0,0,0
packet,opid,4,21,7,9,1,1,3,0,0,4,3,1,1,3,0,0
qrcode,path,4,21,9,12,0,0,0,0,0,2,3,0,0,0,0,0
simulate,opid,4,21,2,19,0,0,0,0,0,1,4,0,0,0,0,0
subject,path,4,21,17,3,0,0,1,0,0,4,2,0,0,1,0,0
carrier,opid,4,20,13,4,2,0,1,0,0,4,2,1,0,1,0,0
code,lead,4,20,10,7,0,1,2,0,0,4,1,0,1,1,0,0
delta,opid,4,20,19,1,0,0,0,0,0,3,1,0,0,0,0,0
dimension,path,4,20,9,7,1,2,1,0,0,4,2,1,2,1,0,0
extended,path,4,20,7,3,5,3,2,0,0,3,2,1,1,1,0,0
reindex,path,4,20,5,9,5,1,0,0,0,2,3,1,1,0,0,0
row,path,4,20,12,8,0,0,0,0,0,3,2,0,0,0,0,0
tracker,opid,4,20,5,9,2,2,2,0,0,3,2,2,2,1,0,0
0,opid,4,19,16,3,0,0,0,0,0,2,2,0,0,0,0,0
attendee,path,4,19,14,4,0,0,1,0,0,4,1,0,0,1,0,0
background,opid,4,19,8,4,3,1,3,0,0,3,3,1,1,2,0,0
blocklist,path,4,19,9,4,2,0,4,0,0,4,3,2,0,3,0,0
cash,path,4,19,11,2,4,0,2,0,0,4,1,1,0,1,0,0
dealer,path,4,19,19,0,0,0,0,0,0,4,0,0,0,0,0,0
demographic,path,4,19,9,5,3,1,1,0,0,3,4,2,1,1,0,0
derived,path,4,19,19,0,0,0,0,0,0,4,0,0,0,0,0,0
payout,opid,4,19,11,6,0,0,2,0,0,2,3,0,0,1,0,0
pre,opid,4,19,10,5,1,1,2,0,0,2,4,1,1,2,0,0
quick,path,4,19,7,10,1,0,1,0,0,3,3,1,0,1,0,0
version,lead,4,19,9,4,2,0,4,0,0,4,1,1,0,1,0,0
actor,opid,4,18,6,6,2,0,4,0,0,3,4,2,0,2,0,0
area,lead,4,18,11,5,0,1,1,0,0,3,2,0,1,1,0,0
decode,lead,4,18,17,1,0,0,0,0,0,3,1,0,0,0,0,0
del,lead,4,18,0,1,0,0,17,0,0,0,1,0,0,3,0,0
hierarchy,opid,4,18,12,3,2,0,1,0,0,4,1,2,0,1,0,0
named,opid,4,18,4,10,1,1,1,1,0,3,4,1,1,1,1,0
per,path,4,18,10,8,0,0,0,0,0,3,1,0,0,0,0,0
recently,path,4,18,18,0,0,0,0,0,0,4,0,0,0,0,0,0
row,opid,4,18,5,11,0,1,1,0,0,3,2,0,1,1,0,0
what,opid,4,18,2,15,0,1,0,0,0,1,2,0,1,0,0,0
badge,path,4,17,13,2,1,0,1,0,0,4,2,1,0,1,0,0
bin,path,4,17,8,6,1,1,1,0,0,4,3,1,1,1,0,0
cash,opid,4,17,9,2,4,0,2,0,0,4,1,1,0,1,0,0
datastore,path,4,17,8,3,3,0,3,0,0,4,3,2,0,2,0,0
inventories,path,4,17,7,9,1,0,0,0,0,3,3,1,0,0,0,0
manufacturer,path,4,17,5,3,3,3,3,0,0,3,3,2,2,2,0,0
payroll,path,4,17,7,7,0,1,2,0,0,3,3,0,1,1,0,0
sha,opid,4,17,12,4,0,0,1,0,0,4,2,0,0,1,0,0
uptime,opid,4,17,11,2,2,0,2,0,0,4,1,1,0,1,0,0
watched,path,4,17,9,2,1,0,5,0,0,3,2,1,0,4,0,0
algorithm,path,4,16,6,8,1,1,0,0,0,2,3,1,1,0,0,0
announcement,opid,4,16,8,6,0,1,1,0,0,4,2,0,1,1,0,0
bounce,opid,4,16,8,3,1,2,2,0,0,3,2,1,1,1,0,0
correlation,path,4,16,2,14,0,0,0,0,0,2,2,0,0,0,0,0
folder,lead,4,16,7,5,1,1,2,0,0,4,2,1,1,2,0,0
hierarchy,path,4,16,10,3,2,0,1,0,0,4,1,2,0,1,0,0
inbox,opid,4,16,9,4,0,1,2,0,0,3,3,0,1,1,0,0
key,lead,4,16,9,4,1,0,2,0,0,3,2,1,0,1,0,0
kyc,opid,4,16,6,7,1,1,1,0,0,3,2,1,1,1,0,0
listing,lead,4,16,16,0,0,0,0,0,0,4,0,0,0,0,0,0
reload,opid,4,16,2,11,3,0,0,0,0,2,2,1,0,0,0,0
reload,path,4,16,3,10,3,0,0,0,0,2,2,1,0,0,0,0
settlement,opid,4,16,12,3,1,0,0,0,0,4,2,1,0,0,0,0
stripe,opid,4,16,9,3,4,0,0,0,0,3,3,1,0,0,0,0
train,opid,4,16,4,12,0,0,0,0,0,2,4,0,0,0,0,0
wallet,opid,4,16,8,8,0,0,0,0,0,2,3,0,0,0,0,0
website,opid,4,16,3,8,3,0,2,0,0,3,2,3,0,2,0,0
any,path,4,15,12,3,0,0,0,0,0,2,2,0,0,0,0,0
are,opid,4,15,15,0,0,0,0,0,0,4,0,0,0,0,0,0
bill,lead,4,15,9,4,0,1,1,0,0,3,3,0,1,1,0,0
chapter,path,4,15,13,1,0,0,1,0,0,4,1,0,0,1,0,0
controller,path,4,15,5,5,3,1,1,0,0,3,3,3,1,1,0,0
generic,path,4,15,7,2,4,2,0,0,0,4,1,3,1,0,0,0
into,opid,4,15,0,9,6,0,0,0,0,0,4,1,0,0,0,0
picture,opid,4,15,5,5,1,2,2,0,0,2,3,1,1,1,0,0
realtime,opid,4,15,4,9,1,0,1,0,0,4,3,1,0,1,0,0
realtime,path,4,15,4,9,1,0,1,0,0,4,3,1,0,1,0,0
recurring,path,4,15,4,7,1,0,3,0,0,2,3,1,0,2,0,0
repair,opid,4,15,1,13,1,0,0,0,0,1,3,1,0,0,0,0
step,lead,4,15,7,5,2,0,1,0,0,3,3,2,0,1,0,0
are,lead,4,14,14,0,0,0,0,0,0,4,0,0,0,0,0,0
browse,path,4,14,14,0,0,0,0,0,0,4,0,0,0,0,0,0
caption,opid,4,14,6,2,2,1,3,0,0,4,2,2,1,3,0,0
dealer,opid,4,14,14,0,0,0,0,0,0,4,0,0,0,0,0,0
deposit,path,4,14,5,9,0,0,0,0,0,3,2,0,0,0,0,0
documentation,opid,4,14,7,2,1,2,2,0,0,4,1,1,1,1,0,0
enrollment,opid,4,14,4,10,0,0,0,0,0,3,2,0,0,0,0,0
featured,opid,4,14,9,5,0,0,0,0,0,3,1,0,0,0,0,0
funding,opid,4,14,8,6,0,0,0,0,0,2,3,0,0,0,0,0
handler,opid,4,14,7,3,2,0,2,0,0,3,3,1,0,1,0,0
instrument,opid,4,14,11,2,0,1,0,0,0,4,1,0,1,0,0,0
instrument,path,4,14,11,2,0,1,0,0,0,4,1,0,1,0,0,0
issuer,opid,4,14,6,3,2,2,1,0,0,3,2,2,2,1,0,0
jurisdiction,opid,4,14,11,1,1,0,1,0,0,4,1,1,0,1,0,0
moderation,path,4,14,1,12,0,0,1,0,0,1,4,0,0,1,0,0
partial,lead,4,14,0,4,0,10,0,0,0,0,3,0,1,0,0,0
perf,opid,4,14,11,3,0,0,0,0,0,4,1,0,0,0,0,0
ref,path,4,14,9,2,0,0,3,0,0,3,1,0,0,2,0,0
reload,lead,4,14,2,11,1,0,0,0,0,2,2,1,0,0,0,0
searches,opid,4,14,6,3,4,0,1,0,0,4,2,1,0,1,0,0
system,lead,4,14,13,1,0,0,0,0,0,4,1,0,0,0,0,0
transcription,opid,4,14,0,14,0,0,0,0,0,0,4,0,0,0,0,0
aggregation,opid,4,13,3,8,1,0,1,0,0,3,2,1,0,1,0,0
attempt,path,4,13,8,4,0,0,1,0,0,3,2,0,0,1,0,0
automatic,path,4,13,4,7,0,2,0,0,0,3,2,0,1,0,0,0
begin,path,4,13,0,13,0,0,0,0,0,0,4,0,0,0,0,0
