row_id,provider,method,path,operationId,summary,description,truth_class,confidence,reason,source_set
x20-e0071,auth0,DELETE,/users/{id}/multifactor/{provider},delete_multifactor_by_provider,Delete a User's Multi-factor Provider,Remove a [multifactor](https://auth0.com/docs/multifactor-authentication) authentication configuration from a user's account. This forces the user to manually reconfigure the multi-factor provider.,x,high,a DELETE MFA configuration,exam-2026-09-20
x20-e0072,auth0,DELETE,/users/{id}/permissions,delete_permissions,Remove Permissions from a User,Remove permissions from a user.,x,high,DELETE method wins removes permissions,exam-2026-09-20
x20-e0073,auth0,DELETE,/users/{id}/roles,delete_user_roles,Remove roles from a user,"Remove one or more specified user roles assigned to a user.

**Note**: This action removes a role from a user in the context of your whole tenant. If you want to unassign a role from a user in the context of a specific Organization, use the following endpoint: [Delete user roles from an Organization member](https://auth0.com/docs/api/management/v2/organizations/delete-organization-member-roles).",x,high,DELETE method wins on role removal,exam-2026-09-20
x20-e0074,auth0,DELETE,/users/{user_id}/refresh-tokens,delete_refresh_tokens_for_user,Delete refresh tokens for a user,Delete all refresh tokens for a user.,x,high,b DELETE refresh tokens,exam-2026-09-20
x20-e0075,auth0,DELETE,/users/{user_id}/sessions,delete_sessions_for_user,Delete sessions for user,Delete all sessions for a user.,x,high,b DELETE sessions,exam-2026-09-20
x20-e0076,auth0,DELETE,/verifiable-credentials/verification/templates/{id},delete_vc_templates_by_id,Delete a verifiable credential template by ID.,Delete a verifiable credential template.,x,high,a DELETE removes template,exam-2026-09-20
x20-e0077,auth0,PATCH,/actions/actions/{id},patch_action,Update an action,"Update an existing action. If this action is currently bound to a trigger, updating it will **not** affect any user flows until the action is deployed.",w,high,PATCH edits action,exam-2026-09-20
x20-e0078,auth0,PATCH,/actions/modules/{id},patch_action_module,Update a specific Actions Module,"Update properties of an existing Actions Module, such as code, dependencies, or secrets.",w,high,PATCH edits module,exam-2026-09-20
x20-e0079,auth0,PATCH,/actions/triggers/{triggerId}/bindings,patch_bindings,Update trigger bindings,"Update the actions that are bound (i.e. attached) to a trigger. Once an action is created and deployed, it must be attached (i.e. bound) to a trigger so that it will be executed as part of a flow. The order in which the actions are provided will determine the order in which they are executed.",w,high,PATCH edits trigger bindings settable back,exam-2026-09-20
x20-e0080,auth0,PATCH,/agents/{id},patch_agent,Update an agent,Update an agent,w,high,PATCH edits agent,exam-2026-09-20
x20-e0081,auth0,PATCH,/attack-protection/bot-detection,patch_bot-detection,Update Bot Detection settings,Update the Bot Detection configuration of your tenant.,w,high,PATCH edits bot detection config,exam-2026-09-20
x20-e0082,auth0,PATCH,/attack-protection/breached-password-detection,patch_breached-password-detection,Update Breached Password Detection settings,Update details of the Breached Password Detection configuration of your tenant.,w,high,PATCH edits settings,exam-2026-09-20
x20-e0083,auth0,PATCH,/attack-protection/brute-force-protection,patch_brute-force-protection,Update Brute-force settings,Update the Brute-force Protection configuration of your tenant.,w,high,PATCH edits settings,exam-2026-09-20
x20-e0084,auth0,PATCH,/attack-protection/captcha,patch_captcha,Partial Update for CAPTCHA Configuration,Update existing CAPTCHA configuration for your client.,w,high,PATCH edits captcha config,exam-2026-09-20
x20-e0085,auth0,PATCH,/attack-protection/phone-provider-protection,patch_phone-provider-protection,Update Phone Provider Protection settings,Update the phone provider protection configuration for a tenant.,w,high,PATCH edits protection settings,exam-2026-09-20
x20-e0086,auth0,PATCH,/attack-protection/suspicious-ip-throttling,patch_suspicious-ip-throttling,Update Suspicious IP Throttling settings,Update the details of the Suspicious IP Throttling configuration of your tenant.,w,high,PATCH edits throttling settings,exam-2026-09-20
x20-e0087,auth0,PATCH,/branding,patch_branding,Update branding settings,Update branding settings.,w,high,PATCH edits branding,exam-2026-09-20
x20-e0088,auth0,PATCH,/branding/phone/providers/{id},update_phone_provider,Update the phone provider,"Update a [phone provider](https://auth0.com/docs/customize/phone-messages/configure-phone-messaging-providers).
The `credentials` object requires different properties depending on the phone provider (which is specified using the `name` property).",w,high,PATCH edits provider config,exam-2026-09-20
x20-e0089,auth0,PATCH,/branding/phone/templates/{id},update_phone_template,Update a phone notification template,,w,high,PATCH edits phone template,exam-2026-09-20
x20-e0090,auth0,PATCH,/branding/phone/templates/{id}/reset,reset_phone_template,Resets a phone notification template values,,x,low,a resets template discards custom values,exam-2026-09-20
x20-e0091,auth0,PATCH,/branding/themes/{themeId},patch_branding_theme,Update branding theme,Update branding theme.,w,high,PATCH edits branding theme,exam-2026-09-20
x20-e0092,auth0,PATCH,/client-grants/{id},patch_client-grants_by_id,Update client grant,Update a client grant.,w,high,PATCH edits client grant,exam-2026-09-20
x20-e0093,auth0,PATCH,/clients/{client_id}/credentials/{credential_id},patch_credentials_by_credential_id,Update a client credential,"Change a client credential you previously created. May be enabled or disabled. For more information, read <a href=""https://www.auth0.com/docs/get-started/authentication-and-authorization-flow/client-credentials-flow"">Client Credential Flow</a>.",w,high,PATCH toggle enable disable credential,exam-2026-09-20
x20-e0094,auth0,PATCH,/clients/{id},patch_clients_by_id,Update a client,"Updates a client's settings. For more information, read [Applications in Auth0](https://www.auth0.com/docs/get-started/applications) and [Single Sign-On](https://www.auth0.com/docs/authenticate/single-sign-on).

Notes:
- The `client_secret` and `signing_key` attributes can only be updated with the `update:client_keys` scope.
- The `client_authentication_methods` and `token_endpoint_auth_method` properties are mutually exclusive. Use `client_authentication_methods` to configure the client with Private Key JWT authentication method. Otherwise, use `token_endpoint_auth_method` to configure the client with client secret (basic or post) or with no authentication method (none).
- When using `client_authentication_methods` to configure the client with Private Key JWT authentication method, only specify the credential IDs that were generated when creating the credentials on the client.
- To configure `client_authentication_methods`, the `update:client_credentials` scope is required.
- To configure `client_authentication_methods`, the property `jwt_configuration.alg` must be set to RS256.
- To change a client's `is_first_party` property to `false`, the `organization_usage` and `organization_require_behavior` properties must be unset.",w,high,PATCH edits client settings,exam-2026-09-20
x20-e0095,auth0,PATCH,/connection-profiles/{id},patch_connection-profiles_by_id,Modify a Connection Profile,Update the details of a specific Connection Profile.,w,high,PATCH edits profile,exam-2026-09-20
x20-e0096,auth0,PATCH,/connections/{id},patch_connections_by_id,Update a connection,"Update details for a specific [connection](https://auth0.com/docs/authenticate/identity-providers), including option properties for identity provider configuration.

**Note**: If you use the `options` parameter, the entire `options` object is overridden. To avoid partial data or other issues, ensure all parameters are present when using this option. If any options are unspecified, the default will be used, even if it differs from the existing value.",w,high,PATCH edits connection,exam-2026-09-20
x20-e0097,auth0,PATCH,/connections/{id}/clients,patch_clients,Update enabled clients for a connection,,w,high,PATCH edits enabled clients,exam-2026-09-20
x20-e0098,auth0,PATCH,/connections/{id}/directory-provisioning,patch_directory-provisioning,Patch a directory provisioning configuration,Update the directory provisioning configuration of a connection.,w,high,PATCH edits provisioning config,exam-2026-09-20
x20-e0099,auth0,PATCH,/connections/{id}/scim-configuration,patch_scim-configuration,Patch a connection's SCIM configuration,Update a scim configuration by its `connectionId`.,w,high,PATCH edits SCIM config,exam-2026-09-20
x20-e0100,auth0,PATCH,/custom-domains/default,patch_default,Update the default custom domain for the tenant,Set the default custom domain for the tenant.,w,high,PATCH sets default domain,exam-2026-09-20
x20-e0101,auth0,PATCH,/custom-domains/{id},patch_custom-domains_by_id,Update custom domain configuration,"Update a custom domain.

These are the attributes that can be updated:

- custom_client_ip_header
- tls_policy

**Updating CUSTOM_CLIENT_IP_HEADER for a custom domain**

To update the `custom_client_ip_header` for a domain, the body to
send should be:

```json
{ ""custom_client_ip_header"": ""cf-connecting-ip"" }
```

**Updating TLS_POLICY for a custom domain**

To update the `tls_policy` for a domain, the body to send should be:

```json
{ ""tls_policy"": ""recommended"" }
```

TLS Policies:

- recommended - for modern usage this includes TLS 1.2 only

Some considerations:

- The TLS ciphers and protocols available in each TLS policy follow industry recommendations, and may be updated occasionally.
- The `compatible` TLS policy is no longer supported.",w,high,PATCH edits domain config,exam-2026-09-20
x20-e0102,auth0,PATCH,/email-templates/{templateName},patch_email-templates_by_templateName,Patch an email template,Modify an email template.,w,high,PATCH edits email template,exam-2026-09-20
x20-e0103,auth0,PATCH,/emails/provider,patch_provider,Update email provider,"Update an [email provider](https://auth0.com/docs/email/providers). The `credentials` object
requires different properties depending on the email provider (which is specified using the `name` property):

- `mandrill` requires `api_key`
- `sendgrid` requires `api_key`
- `sparkpost` requires `api_key`. Optionally, set `region` to `eu` to use
    the SparkPost service hosted in Western Europe; set to `null` to use the SparkPost service hosted in
    North America. `eu` or `null` are the only valid values for `region`.
- `mailgun` requires `api_key` and `domain`. Optionally, set `region` to
    `eu` to use the Mailgun service hosted in Europe; set to `null` otherwise. `eu` or
    `null` are the only valid values for `region`.
- `ses` requires `accessKeyId`, `secretAccessKey`, and `region`
- `smtp` requires `smtp_host`, `smtp_port`, `smtp_user`, and
    `smtp_pass`

Depending on the type of provider it is possible to specify `settings` object with different configuration
options, which will be used when sending an email:

- `smtp` provider, `settings` may contain `headers` object.
    - When using AWS SES SMTP host, you may provide a name of configuration set in
      `X-SES-Configuration-Set` header. Value must be a string.
    - When using Sparkpost host, you may provide value for
      `X-MSYS_API` header. Value must be an object.

  For `ses` provider, `settings` may contain `message` object, where you can provide
  a name of configuration set in `configuration_set_name` property. Value must be a string.",w,high,PATCH edits email provider,exam-2026-09-20
x20-e0104,auth0,PATCH,/event-streams/{id},patch_event-streams_by_id,Update an event stream,,w,high,PATCH edits event stream,exam-2026-09-20
x20-e0105,auth0,PATCH,/experimentation/experiments/{id},update_experiment,Update an experiment.,Partially update an experiment by ID. Only provided fields are updated. Providing allocations replaces the entire allocations set.,w,high,PATCH edits experiment,exam-2026-09-20
x20-e0106,auth0,PATCH,/experimentation/feature-flags/{id},update_feature_flag,Update a feature flag.,Partially update a feature flag by ID. Only provided fields are updated.,w,high,PATCH edits feature flag,exam-2026-09-20
x20-e0107,auth0,PATCH,/experimentation/feature-flags/{id}/variations/{vid},update_variation,Update a variation.,Partially update a variation by ID. Only provided fields are updated.,w,high,PATCH edits variation,exam-2026-09-20
x20-e0108,auth0,PATCH,/experimentation/segments/{id},update_segment,Update a segment.,Partially update a segment by ID. Only provided fields are updated. Sending rules replaces the entire rules array.,w,high,PATCH edits segment,exam-2026-09-20
x20-e0109,auth0,PATCH,/flows/vault/connections/{id},patch_flows_vault_connections_by_id,Update a Flows Vault connection,,w,high,iii PATCH updates connection,exam-2026-09-20
x20-e0110,auth0,PATCH,/flows/{id},patch_flows_by_id,Update a flow,,w,high,PATCH edits flow,exam-2026-09-20
x20-e0111,auth0,PATCH,/forms/{id},patch_form,Update a form,,w,high,PATCH edits form,exam-2026-09-20
x20-e0112,auth0,PATCH,/guardian/factors/duo/settings,patch_factor_duo_settings,Update the DUO Configuration,,w,high,PATCH edits duo settings,exam-2026-09-20
x20-e0113,auth0,PATCH,/guardian/factors/push-notification/providers/apns,patch_apns,Update APNs provider configuration,Modify configuration details of the multi-factor authentication APNS provider associated with your tenant.,w,high,iii PATCH edits provider config,exam-2026-09-20
x20-e0114,auth0,PATCH,/guardian/factors/push-notification/providers/fcm,patch_fcm,Updates FCM configuration,Modify configuration details of the multi-factor authentication FCM provider associated with your tenant.,w,high,PATCH edits config,exam-2026-09-20
x20-e0115,auth0,PATCH,/guardian/factors/push-notification/providers/fcmv1,patch_fcmv1,Updates FCMV1 configuration,Modify configuration details of the multi-factor authentication FCMV1 provider associated with your tenant.,w,high,PATCH edits config,exam-2026-09-20
